contract_id,language,clause_id,clause_text,label,clause_text_clean
C005,ar,8.1,ينتهي العقد بانتهاء مدته أو باتفاق الطرفين على الإنهاء وفق الضوابط.,termination,ينتهي العقد بانتهاء مدته او باتفاق الطرفين علي الانهاء وفق الضوابط.
C005,en,8.1,The contract ends upon expiry of its term or by mutual agreement to terminate under applicable conditions.,termination,The contract ends upon expiry of its term or by mutual agreement to terminate under applicable conditions.
C005,ar,8.2,يحق للطرف الأول إنهاء العقد دون تعويض وفق الحالات المنصوص عليها في المادة (80) من نظام العمل مع إتاحة الفرصة للطرف الثاني لإبداء أسباب الاعتراض.,termination,يحق للطرف الاول انهاء العقد دون تعويض وفق الحالات المنصوص عليها في المادة (80) من نظام العمل مع اتاحة الفرصة للطرف الثاني لابداء اسباب الاعتراض.
C005,en,8.2,"The First Party may terminate without compensation according to the cases in Article 80 of Saudi Labor Law, while giving the Second Party an opportunity to state reasons for objection.",termination,"The First Party may terminate without compensation according to the cases in Article 80 of Saudi Labor Law, while giving the Second Party an opportunity to state reasons for objection."
C005,ar,8.3,يحق للطرف الثاني ترك العمل وإنهاء العقد وفق الحالات المنصوص عليها في المادة (81) من نظام العمل مع حفظ حقوقه.,termination,يحق للطرف الثاني ترك العمل وانهاء العقد وفق الحالات المنصوص عليها في المادة (81) من نظام العمل مع حفظ حقوقه.
C005,en,8.3,The Second Party may leave work and terminate the contract in the cases set out in Article 81 of Saudi Labor Law while preserving their rights.,termination,The Second Party may leave work and terminate the contract in the cases set out in Article 81 of Saudi Labor Law while preserving their rights.
C005,ar,9.1,يستحق الطرف الثاني مكافأة نهاية الخدمة وفق نظام العمل وتُحسب عادة على أساس الأجر الأخير ومدة الخدمة.,termination,يستحق الطرف الثاني مكافاة نهاية الخدمة وفق نظام العمل وتحسب عادة علي اساس الاجر الاخير ومدة الخدمة.
C005,en,9.1,"The Second Party is entitled to end-of-service benefits in accordance with Saudi Labor Law, typically calculated based on last wage and length of service.",termination,"The Second Party is entitled to end-of-service benefits in accordance with Saudi Labor Law, typically calculated based on last wage and length of service."
C005,ar,10.1,يخضع هذا العقد لنظام العمل ولوائحه التنفيذية والقرارات الصادرة لتنفيذه، ويحل محل أي اتفاقات أو عقود سابقة.,governing_law,يخضع هذا العقد لنظام العمل ولوايحه التنفيذية والقرارات الصادرة لتنفيذه، ويحل محل اي اتفاقات او عقود سابقة.
C005,en,10.1,"This contract is subject to Saudi Labor Law, its executive regulations, and implementing decisions, and it replaces any previous agreements if any.",governing_law,"This contract is subject to Saudi Labor Law, its executive regulations, and implementing decisions, and it replaces any previous agreements if any."
C005,ar,10.2,عند نشوء نزاع، يكون الاختصاص للجهة العمالية المختصة داخل المملكة العربية السعودية.,governing_law,عند نشوء نزاع، يكون الاختصاص للجهة العمالية المختصة داخل المملكة العربية السعودية.
C005,en,10.2,"In the event of a dispute, jurisdiction lies with the competent labor authority within the Kingdom of Saudi Arabia.",governing_law,"In the event of a dispute, jurisdiction lies with the competent labor authority within the Kingdom of Saudi Arabia."
C005,ar,10.3,تكون الإشعارات والإنذارات كتابية عبر قنوات التواصل الإلكترونية في منصة قوى، ويلتزم الطرفان بتحديث بيانات الاتصال عند أي تغيير.,general,تكون الاشعارات والانذارات كتابية عبر قنوات التواصل الالكترونية في منصة قوي، ويلتزم الطرفان بتحديث بيانات الاتصال عند اي تغيير.
C005,en,10.3,Warnings and notifications shall be in writing via electronic communication channels on the Qiwa platform; both parties must update contact details upon any change.,general,Warnings and notifications shall be in writing via electronic communication channels on the Qiwa platform; both parties must update contact details upon any change.
C005,ar,11.1,بنود إضافية: يحق للطرف الثاني إجازة سنوية مدفوعة (21) يومًا لكل سنة وفق ما هو منصوص.,benefits,بنود اضافية: يحق للطرف الثاني اجازة سنوية مدفوعة (21) يوما لكل سنة وفق ما هو منصوص.
C005,en,11.1,Additional terms: the Second Party is entitled to paid annual leave of 21 days per year as stated.,benefits,Additional terms: the Second Party is entitled to paid annual leave of 21 days per year as stated.
C005,ar,11.2,يجوز للطرف الثاني طلب إجازة لأيام محددة بإشعار كتابي مسبق للطرف الأول (مع استثناء الحالات الطارئة).,benefits,يجوز للطرف الثاني طلب اجازة لايام محددة باشعار كتابي مسبق للطرف الاول (مع استثناء الحالات الطارية).
C005,en,11.2,The Second Party may request specific leave days by providing prior written notice to the First Party (emergency cases excluded).,benefits,The Second Party may request specific leave days by providing prior written notice to the First Party (emergency cases excluded).
C005,ar,11.3,يلتزم الطرف الثاني بأداء مهام إضافية يكلّفه بها الطرف الأول ضمن نطاق مؤهلاته.,duties,يلتزم الطرف الثاني باداء مهام اضافية يكلفه بها الطرف الاول ضمن نطاق موهلاته.
C005,en,11.3,The Second Party shall perform additional duties assigned by the First Party within their qualifications.,duties,The Second Party shall perform additional duties assigned by the First Party within their qualifications.
C005,ar,11.4,يستحق الطرف الثاني تذكرة سفر اقتصادية عند استحقاق الإجازة السنوية وفق ما هو منصوص.,benefits,يستحق الطرف الثاني تذكرة سفر اقتصادية عند استحقاق الاجازة السنوية وفق ما هو منصوص.
C005,en,11.4,The Second Party is entitled to an economy-class airline ticket when eligible for annual leave as stated.,benefits,The Second Party is entitled to an economy-class airline ticket when eligible for annual leave as stated.
C005,ar,11.5,يتحمل الطرف الثاني مصاريف السفر الإضافية المتعلقة بالمرافقين (إن وجدت).,benefits,يتحمل الطرف الثاني مصاريف السفر الاضافية المتعلقة بالمرافقين (ان وجدت).
C005,en,11.5,The Second Party bears additional travel expenses related to dependents (if any).,benefits,The Second Party bears additional travel expenses related to dependents (if any).
C005,ar,11.6,عند إنهاء العقد، يجب على الطرف الثاني إعادة ممتلكات الطرف الأول، ويجوز للطرف الأول خصم قيمة الممتلكات المتلفة/المفقودة وفق النظام.,penalties,عند انهاء العقد، يجب علي الطرف الثاني اعادة ممتلكات الطرف الاول، ويجوز للطرف الاول خصم قيمة الممتلكات المتلفة/المفقودة وفق النظام.
C005,en,11.6,"Upon termination, the Second Party must return the First Party’s property, and the First Party may deduct the value of damaged/lost property in accordance with the law.",penalties,"Upon termination, the Second Party must return the First Party’s property, and the First Party may deduct the value of damaged/lost property in accordance with the law."
C005,ar,11.7,إذا تم إنهاء العقد قبل انتهاء مدته دون سبب مشروع، يستحق الطرف المتضرر تعويضًا يُحدد وفق أحكام النظام.,termination,اذا تم انهاء العقد قبل انتهاء مدته دون سبب مشروع، يستحق الطرف المتضرر تعويضا يحدد وفق احكام النظام.
C005,en,11.7,"If the contract is terminated before expiry without a legitimate reason, the affected party is entitled to compensation determined under the law.",termination,"If the contract is terminated before expiry without a legitimate reason, the affected party is entitled to compensation determined under the law."
C005,ar,11.8,يقر الطرف الثاني بالالتزام باللوائح الداخلية السارية وأنها جزء من هذا العقد ما لم ينص على خلاف ذلك.,duties,يقر الطرف الثاني بالالتزام باللوايح الداخلية السارية وانها جزء من هذا العقد ما لم ينص علي خلاف ذلك.
C005,en,11.8,The Second Party acknowledges compliance with internal regulations in effect; they form an integral part of this contract unless otherwise stated.,duties,The Second Party acknowledges compliance with internal regulations in effect; they form an integral part of this contract unless otherwise stated.
C005,ar,11.9,يجوز تكليف الطرف الثاني بالعمل الإضافي والعمل في العطل الرسمية وفق حاجة العمل.,working_hours,يجوز تكليف الطرف الثاني بالعمل الاضافي والعمل في العطل الرسمية وفق حاجة العمل.
C005,en,11.9,The Second Party may be assigned overtime work and work on official holidays as required.,working_hours,The Second Party may be assigned overtime work and work on official holidays as required.
C005,ar,11.1,المراسلات المتعلقة بالعقد تتم عبر قنوات موثقة وتُعد منتجة لآثارها عند استلامها.,general,المراسلات المتعلقة بالعقد تتم عبر قنوات موثقة وتعد منتجة لاثارها عند استلامها.
C005,en,11.1,Correspondence related to this contract may be exchanged via documented channels and is effective upon receipt.,general,Correspondence related to this contract may be exchanged via documented channels and is effective upon receipt.
C005,ar,11.11,يتجدد العقد لمدة سنتين ما لم يخطر أحد الطرفين الآخر بعدم الرغبة في التجديد قبل 30 يومًا من تاريخ الانتهاء.,contract_duration,يتجدد العقد لمدة سنتين ما لم يخطر احد الطرفين الاخر بعدم الرغبة في التجديد قبل 30 يوما من تاريخ الانتهاء.
C005,en,11.11,The contract renews for a period of two years unless either party notifies the other of unwillingness to renew at least 30 days before the expiry date.,contract_duration,The contract renews for a period of two years unless either party notifies the other of unwillingness to renew at least 30 days before the expiry date.
C006,ar,0.1,عقد عمل بين الطرف الأول والطرف الثاني وفق نظام العمل بالمملكة العربية السعودية.,general,عقد عمل بين الطرف الاول والطرف الثاني وفق نظام العمل بالمملكة العربية السعودية.
C006,en,0.1,An employment agreement between the First Party and the Second Party in accordance with Saudi Labor Law.,general,An employment agreement between the First Party and the Second Party in accordance with Saudi Labor Law.
C006,ar,1.1,يعمل الطرف الثاني لدى الطرف الأول وفق الشروط الواردة في هذا العقد وفي أي فروع أو مواقع تابعة له داخل المملكة.,duties,يعمل الطرف الثاني لدي الطرف الاول وفق الشروط الواردة في هذا العقد وفي اي فروع او مواقع تابعة له داخل المملكة.
C006,en,1.1,The Second Party shall work for the First Party under the terms of this agreement at any of its branches or sites within the Kingdom.,duties,The Second Party shall work for the First Party under the terms of this agreement at any of its branches or sites within the Kingdom.
C006,ar,1.2,يسري هذا العقد اعتبارًا من تاريخ وصول الطرف الثاني إلى المملكة العربية السعودية.,contract_duration,يسري هذا العقد اعتبارا من تاريخ وصول الطرف الثاني الي المملكة العربية السعودية.
C006,en,1.2,This agreement becomes effective from the date the Second Party arrives in the Kingdom of Saudi Arabia.,contract_duration,This agreement becomes effective from the date the Second Party arrives in the Kingdom of Saudi Arabia.
C006,ar,2.1,مدة هذا العقد سنة واحدة قابلة للتجديد لمدد مماثلة ما لم يخطر أحد الطرفين الآخر بعدم الرغبة في التجديد قبل 30 يومًا.,contract_duration,مدة هذا العقد سنة واحدة قابلة للتجديد لمدد مماثلة ما لم يخطر احد الطرفين الاخر بعدم الرغبة في التجديد قبل 30 يوما.
C006,en,2.1,"The term of this contract is one year, renewable for similar periods unless either party notifies the other at least 30 days prior to expiry.",contract_duration,"The term of this contract is one year, renewable for similar periods unless either party notifies the other at least 30 days prior to expiry."
C006,ar,3.1,يلتزم الطرف الأول بدفع راتب شهري للطرف الثاني قدره ___ ريال سعودي.,salary_terms,يلتزم الطرف الاول بدفع راتب شهري للطرف الثاني قدره ___ ريال سعودي.
C006,en,3.1,The First Party shall pay the Second Party a monthly salary of ___ Saudi Riyals.,salary_terms,The First Party shall pay the Second Party a monthly salary of ___ Saudi Riyals.
C006,ar,3.2,يستحق الطرف الثاني السكن المناسب المفروش من قبل الطرف الأول.,benefits,يستحق الطرف الثاني السكن المناسب المفروش من قبل الطرف الاول.
C006,en,3.2,The Second Party shall be provided with suitable furnished accommodation by the First Party.,benefits,The Second Party shall be provided with suitable furnished accommodation by the First Party.
C006,ar,3.3,يوفر الطرف الأول للطرف الثاني ثلاث وجبات يوميًا مجانًا.,benefits,يوفر الطرف الاول للطرف الثاني ثلاث وجبات يوميا مجانا.
C006,en,3.3,The First Party shall provide the Second Party with three free meals daily.,benefits,The First Party shall provide the Second Party with three free meals daily.
C006,ar,4.1,يستحق الطرف الثاني إجازة سنوية مدفوعة الأجر بعد إتمام اثني عشر شهرًا من الخدمة.,benefits,يستحق الطرف الثاني اجازة سنوية مدفوعة الاجر بعد اتمام اثني عشر شهرا من الخدمة.
C006,en,4.1,The Second Party shall be entitled to paid annual leave after completing twelve months of service.,benefits,The Second Party shall be entitled to paid annual leave after completing twelve months of service.
C006,ar,4.2,تدفع أجور الإجازة مقدماً قبل التمتع بها.,benefits,تدفع اجور الاجازة مقدما قبل التمتع بها.
C006,en,4.2,Vacation wages shall be paid in advance prior to taking leave.,benefits,Vacation wages shall be paid in advance prior to taking leave.
C006,ar,5.1,يوفر الطرف الأول العلاج الطبي المجاني للطرف الثاني وفق نظام العمل.,benefits,يوفر الطرف الاول العلاج الطبي المجاني للطرف الثاني وفق نظام العمل.
C006,en,5.1,The First Party shall provide free medical treatment to the Second Party in accordance with Saudi Labor Law.,benefits,The First Party shall provide free medical treatment to the Second Party in accordance with Saudi Labor Law.
C006,ar,6.1,يتحمل الطرف الأول تكاليف انتقال الطرف الثاني إلى المملكة وتكاليف العودة بعد انتهاء العقد.,benefits,يتحمل الطرف الاول تكاليف انتقال الطرف الثاني الي المملكة وتكاليف العودة بعد انتهاء العقد.
C006,en,6.1,The First Party shall bear the cost of transporting the Second Party to the Kingdom and return costs after contract termination.,benefits,The First Party shall bear the cost of transporting the Second Party to the Kingdom and return costs after contract termination.
C006,ar,6.2,يتحمل الطرف الأول رسوم الإقامة والتأشيرات ورسوم الدخول والخروج.,benefits,يتحمل الطرف الاول رسوم الاقامة والتاشيرات ورسوم الدخول والخروج.
C006,en,6.2,"The First Party shall bear residence, visa, entry, and exit fees.",benefits,"The First Party shall bear residence, visa, entry, and exit fees."
C006,ar,7.1,يخضع الطرف الثاني لجميع أنظمة العمل وساعات العمل والإجازات المقررة نظامًا.,working_hours,يخضع الطرف الثاني لجميع انظمة العمل وساعات العمل والاجازات المقررة نظاما.
C006,en,7.1,"The Second Party shall be subject to all labor regulations regarding working hours, leave, and rest.",working_hours,"The Second Party shall be subject to all labor regulations regarding working hours, leave, and rest."
C006,ar,7.2,يلتزم الطرف الثاني باتباع تعليمات وأنظمة الطرف الأول والمحافظة على سمعته.,duties,يلتزم الطرف الثاني باتباع تعليمات وانظمة الطرف الاول والمحافظة علي سمعته.
C006,en,7.2,The Second Party shall comply with the First Party’s instructions and preserve its reputation.,duties,The Second Party shall comply with the First Party’s instructions and preserve its reputation.
C006,ar,8.1,يجوز إنهاء هذا العقد بإشعار كتابي مدته ثلاثون يومًا من أي من الطرفين.,termination,يجوز انهاء هذا العقد باشعار كتابي مدته ثلاثون يوما من اي من الطرفين.
C006,en,8.1,This contract may be terminated by either party with thirty days’ written notice.,termination,This contract may be terminated by either party with thirty days’ written notice.
C006,ar,8.2,يجوز للطرف الأول إنهاء العقد دون إشعار في حال المخالفات الجسيمة وفق المادة 83 من نظام العمل.,termination,يجوز للطرف الاول انهاء العقد دون اشعار في حال المخالفات الجسيمة وفق المادة 83 من نظام العمل.
C006,en,8.2,The First Party may terminate the contract without notice in case of serious violations in accordance with Article 83 of Saudi Labor Law.,termination,The First Party may terminate the contract without notice in case of serious violations in accordance with Article 83 of Saudi Labor Law.
C006,ar,9.1,يقر الطرف الثاني بعدم مزاولة أي عمل آخر مدفوع الأجر خلال سريان هذا العقد.,penalties,يقر الطرف الثاني بعدم مزاولة اي عمل اخر مدفوع الاجر خلال سريان هذا العقد.
C006,en,9.1,The Second Party acknowledges that they shall not engage in any other paid work during the validity of this contract.,penalties,The Second Party acknowledges that they shall not engage in any other paid work during the validity of this contract.
C006,ar,9.2,يلتزم الطرف الثاني بمغادرة المملكة فور انتهاء العقد ما لم يتم تجديده.,termination,يلتزم الطرف الثاني بمغادرة المملكة فور انتهاء العقد ما لم يتم تجديده.
C006,en,9.2,The Second Party shall depart the Kingdom immediately upon contract termination unless renewed.,termination,The Second Party shall depart the Kingdom immediately upon contract termination unless renewed.
C006,en,10.1,This agreement shall be governed by the laws and regulations of the Kingdom of Saudi Arabia.,governing_law,This agreement shall be governed by the laws and regulations of the Kingdom of Saudi Arabia.
C007,ar,0.1,تم إبرام هذا العقد بين مكتب الرائد للهندسة والطرف الثاني (الموظف) وفق نظام العمل بالمملكة العربية السعودية.,general,تم ابرام هذا العقد بين مكتب الرايد للهندسة والطرف الثاني (الموظف) وفق نظام العمل بالمملكة العربية السعودية.
C007,en,0.1,This contract is concluded between Raed Al‑Engineering Office and the Second Party (Employee) in accordance with Saudi Labor Law.,general,This contract is concluded between Raed Al‑Engineering Office and the Second Party (Employee) in accordance with Saudi Labor Law.
C007,ar,1.1,يوافق الموظف على العمل لدى المكتب في الوظيفة المحددة أو أي وظيفة أخرى يراها المكتب مناسبة لمؤهلاته.,duties,يوافق الموظف علي العمل لدي المكتب في الوظيفة المحددة او اي وظيفة اخري يراها المكتب مناسبة لموهلاته.
C007,en,1.1,The Employee agrees to work for the Office in the specified position or any other position deemed suitable to his qualifications.,duties,The Employee agrees to work for the Office in the specified position or any other position deemed suitable to his qualifications.
C007,ar,2.1,يجوز تكليف الموظف بالعمل في أي مكان داخل المملكة العربية السعودية.,duties,يجوز تكليف الموظف بالعمل في اي مكان داخل المملكة العربية السعودية.
C007,en,2.1,The Employee may be assigned to work at any location within the Kingdom of Saudi Arabia.,duties,The Employee may be assigned to work at any location within the Kingdom of Saudi Arabia.
C007,ar,3.1,تبدأ فترة العمل من تاريخ مباشرة الموظف وتستمر لمدة سنتين قابلة للتجديد تلقائيًا ما لم يتم إنهاؤها وفق العقد.,contract_duration,تبدا فترة العمل من تاريخ مباشرة الموظف وتستمر لمدة سنتين قابلة للتجديد تلقاييا ما لم يتم انهاوها وفق العقد.
C007,en,3.1,"The employment period shall begin from the date the Employee starts work and continue for two years, renewable automatically unless terminated as provided herein.",contract_duration,"The employment period shall begin from the date the Employee starts work and continue for two years, renewable automatically unless terminated as provided herein."
C007,ar,3.2,تُعتبر التسعون يومًا الأولى من العمل فترة تجربة يجوز خلالها إنهاء الخدمة وإعادة الموظف لبلده على نفقة المكتب.,probation,تعتبر التسعون يوما الاولي من العمل فترة تجربة يجوز خلالها انهاء الخدمة واعادة الموظف لبلده علي نفقة المكتب.
C007,en,3.2,The first ninety days of employment shall be considered a probation period during which the Employee may be terminated and repatriated at the Employer’s expense.,probation,The first ninety days of employment shall be considered a probation period during which the Employee may be terminated and repatriated at the Employer’s expense.
C007,ar,4.1,يكون الراتب الأساسي للموظف مبلغًا محددًا بالريال السعودي ويُدفع شهريًا دون تعديل بسبب تغير العملة.,salary_terms,يكون الراتب الاساسي للموظف مبلغا محددا بالريال السعودي ويدفع شهريا دون تعديل بسبب تغير العملة.
C007,en,4.1,"The Employee’s basic salary shall be a fixed amount in Saudi Riyals, payable monthly without adjustment due to currency fluctuation.",salary_terms,"The Employee’s basic salary shall be a fixed amount in Saudi Riyals, payable monthly without adjustment due to currency fluctuation."
C007,ar,5.1,ساعات العمل 48 ساعة أسبوعيًا موزعة على ستة أيام عمل، مع قبول الموظف بالعمل بنظام النوبات عند الحاجة.,working_hours,ساعات العمل 48 ساعة اسبوعيا موزعة علي ستة ايام عمل، مع قبول الموظف بالعمل بنظام النوبات عند الحاجة.
C007,en,5.1,"Working hours shall be 48 hours per week distributed over six working days, and the Employee agrees to shift work if required.",working_hours,"Working hours shall be 48 hours per week distributed over six working days, and the Employee agrees to shift work if required."
C007,ar,6.1,يتحمل المكتب نفقات العلاج الطبي للموظف باستثناء علاج الأسنان والنظارات الطبية.,benefits,يتحمل المكتب نفقات العلاج الطبي للموظف باستثناء علاج الاسنان والنظارات الطبية.
C007,en,6.1,The Employer shall bear the cost of medical treatment for the Employee excluding dental care and eyeglasses.,benefits,The Employer shall bear the cost of medical treatment for the Employee excluding dental care and eyeglasses.
C007,ar,7.1,يستحق الموظف إجازة مدفوعة الأجر لمدة ثلاثين يومًا عن كل سنتين وفق متطلبات العمل.,benefits,يستحق الموظف اجازة مدفوعة الاجر لمدة ثلاثين يوما عن كل سنتين وفق متطلبات العمل.
C007,en,7.1,"The Employee shall be entitled to paid leave of thirty days for every two years, subject to work requirements.",benefits,"The Employee shall be entitled to paid leave of thirty days for every two years, subject to work requirements."
C007,ar,7.2,يستحق الموظف العطلات الرسمية المعتمدة في المملكة العربية السعودية.,benefits,يستحق الموظف العطلات الرسمية المعتمدة في المملكة العربية السعودية.
C007,en,7.2,The Employee shall be entitled to official public holidays in the Kingdom of Saudi Arabia.,benefits,The Employee shall be entitled to official public holidays in the Kingdom of Saudi Arabia.
C007,ar,8.1,يلتزم الموظف باحترام القوانين والعادات العامة والمحافظة على السلوك الحسن وعدم الإضرار بمصالح المكتب.,duties,يلتزم الموظف باحترام القوانين والعادات العامة والمحافظة علي السلوك الحسن وعدم الاضرار بمصالح المكتب.
C007,en,8.1,"The Employee shall comply with laws, customs, proper conduct, and avoid harming the Employer’s interests.",duties,"The Employee shall comply with laws, customs, proper conduct, and avoid harming the Employer’s interests."
C007,ar,9.1,لا يجوز للموظف العمل لدى أي جهة أخرى داخل المملكة بعد انتهاء العقد إلا بموافقة خطية من المكتب.,penalties,لا يجوز للموظف العمل لدي اي جهة اخري داخل المملكة بعد انتهاء العقد الا بموافقة خطية من المكتب.
C007,en,9.1,The Employee may not work for any other entity in the Kingdom after contract termination without written consent from the Employer.,penalties,The Employee may not work for any other entity in the Kingdom after contract termination without written consent from the Employer.
C007,ar,10.1,يُعامل الموظف كأعزب ولا يستحق أي مزايا متعلقة بالمعالين.,general,يعامل الموظف كاعزب ولا يستحق اي مزايا متعلقة بالمعالين.
C007,en,10.1,The Employee shall be treated as single and shall not be entitled to dependent-related benefits.,general,The Employee shall be treated as single and shall not be entitled to dependent-related benefits.
C007,ar,11.1,يجوز للمكتب إنهاء العقد دون إشعار أو تعويض في حال الإخلال الجسيم بواجبات العمل وفق نظام العمل.,termination,يجوز للمكتب انهاء العقد دون اشعار او تعويض في حال الاخلال الجسيم بواجبات العمل وفق نظام العمل.
C007,en,11.1,The Employer may terminate the contract without notice or compensation in cases of serious breach in accordance with Saudi Labor Law.,termination,The Employer may terminate the contract without notice or compensation in cases of serious breach in accordance with Saudi Labor Law.
C007,ar,11.2,يجوز للمكتب إنهاء العقد بإشعار كتابي مدته ثلاثون يومًا أو دفع راتب شهر كتعويض.,termination,يجوز للمكتب انهاء العقد باشعار كتابي مدته ثلاثون يوما او دفع راتب شهر كتعويض.
C007,en,11.2,The Employer may terminate the contract with thirty days’ written notice or by paying one month’s salary as compensation.,termination,The Employer may terminate the contract with thirty days’ written notice or by paying one month’s salary as compensation.
C007,ar,11.3,عند استقالة الموظف يجب عليه إشعار المكتب كتابيًا قبل ثلاثين يومًا ويتحمل تكاليف سفره.,termination,عند استقالة الموظف يجب عليه اشعار المكتب كتابيا قبل ثلاثين يوما ويتحمل تكاليف سفره.
C007,en,11.3,"If the Employee resigns, he must provide thirty days’ written notice and bear the cost of repatriation.",termination,"If the Employee resigns, he must provide thirty days’ written notice and bear the cost of repatriation."
C007,ar,12.1,في حالة وفاة الموظف يتكفل المكتب بإعادة جثمانه وتعويض ورثته وفق نظام العمل.,termination,في حالة وفاة الموظف يتكفل المكتب باعادة جثمانه وتعويض ورثته وفق نظام العمل.
C007,en,12.1,"In the event of the Employee’s death, the Employer shall repatriate the body and compensate heirs according to Saudi Labor Law.",termination,"In the event of the Employee’s death, the Employer shall repatriate the body and compensate heirs according to Saudi Labor Law."
C007,ar,13.1,يستحق الموظف مكافأة نهاية خدمة تعادل نصف راتب عن كل سنة خدمة.,termination,يستحق الموظف مكافاة نهاية خدمة تعادل نصف راتب عن كل سنة خدمة.
C007,en,13.1,The Employee shall be entitled to an end-of-service benefit equal to half a monthly salary for each year of service.,termination,The Employee shall be entitled to an end-of-service benefit equal to half a monthly salary for each year of service.
C007,ar,14.1,يوفر المكتب السكن والنقل والطعام وتذاكر السفر وفق الشروط المحددة.,benefits,يوفر المكتب السكن والنقل والطعام وتذاكر السفر وفق الشروط المحددة.
C007,en,14.1,"The Employer shall provide housing, transportation, food allowance, and travel tickets as specified.",benefits,"The Employer shall provide housing, transportation, food allowance, and travel tickets as specified."
C007,ar,15.1,يخضع الموظف لأنظمة المكتب ونظام العمل السعودي ويكون مكتب العمل الجهة المختصة بأي نزاع.,governing_law,يخضع الموظف لانظمة المكتب ونظام العمل السعودي ويكون مكتب العمل الجهة المختصة باي نزاع.
C007,en,15.1,"The Employee shall be subject to Employer regulations and Saudi Labor Law, and the Labor Office shall have jurisdiction over disputes.",governing_law,"The Employee shall be subject to Employer regulations and Saudi Labor Law, and the Labor Office shall have jurisdiction over disputes."
C007,ar,16.1,يمثل هذا العقد كامل الاتفاق بين الطرفين ويحل محل أي اتفاقات سابقة ويُفسر وفق أنظمة المملكة.,governing_law,يمثل هذا العقد كامل الاتفاق بين الطرفين ويحل محل اي اتفاقات سابقة ويفسر وفق انظمة المملكة.
C007,en,16.1,"This contract represents the full agreement between the parties, supersedes prior agreements, and shall be interpreted under the laws of the Kingdom.",governing_law,"This contract represents the full agreement between the parties, supersedes prior agreements, and shall be interpreted under the laws of the Kingdom."
